DATA INICIAL;DATA FINAL;REGIÃO;ESTADO;PRODUTO;PREÇO MÉDIO REVENDA
24/05/2020;30/05/2020;NORDESTE;PERNAMBUCO;GASOLINA COMUM;3,793
31/05/2020;06/06/2020;NORDESTE;PERNAMBUCO;GASOLINA COMUM;3,917
07/06/2020;13/06/2020;NORDESTE;PERNAMBUCO;GASOLINA COMUM;3,924
14/06/2020;20/06/2020;NORDESTE;PERNAMBUCO;GASOLINA COMUM;4,037
21/06/2020;27/06/2020;NORDESTE;PERNAMBUCO;GASOLINA COMUM;4,029
28/06/2020;04/07/2020;NORDESTE;PERNAMBUCO;GASOLINA COMUM;4,100
05/07/2020;11/07/2020;NORDESTE;PERNAMBUCO;GASOLINA COMUM;4,118
12/07/2020;18/07/2020;NORDESTE;PERNAMBUCO;GASOLINA COMUM;4,195
19/07/2020;25/07/2020;NORDESTE;PERNAMBUCO;GASOLINA COMUM;4,237
26/07/2020;01/08/2020;NORDESTE;PERNAMBUCO;GASOLINA COMUM;4,318
02/08/2020;08/08/2020;NORDESTE;PERNAMBUCO;GASOLINA COMUM;4,325
09/08/2020;15/08/2020;NORDESTE;PERNAMBUCO;GASOLINA COMUM;4,341
16/08/2020;22/08/2020;NORDESTE;PERNAMBUCO;GASOLINA COMUM;4,335
18/10/2020;24/10/2020;NORDESTE;PERNAMBUCO;GASOLINA COMUM;4,407
25/10/2020;31/10/2020;NORDESTE;PERNAMBUCO;GASOLINA COMUM;4,350
01/11/2020;07/11/2020;NORDESTE;PERNAMBUCO;GASOLINA COMUM;4,395
08/11/2020;14/11/2020;NORDESTE;PERNAMBUCO;GASOLINA COMUM;4,452
15/11/2020;21/11/2020;NORDESTE;PERNAMBUCO;GASOLINA COMUM;4,410
22/11/2020;28/11/2020;NORDESTE;PERNAMBUCO;GASOLINA COMUM;4,375
29/11/2020;05/12/2020;NORDESTE;PERNAMBUCO;GASOLINA COMUM;4,576
06/12/2020;12/12/2020;NORDESTE;PERNAMBUCO;GASOLINA COMUM;4,637
13/12/2020;19/12/2020;NORDESTE;PERNAMBUCO;GASOLINA COMUM;4,628
20/12/2020;26/12/2020;NORDESTE;PERNAMBUCO;GASOLINA COMUM;4,635
27/12/2020;02/01/2021;NORDESTE;PERNAMBUCO;GASOLINA COMUM;4,629
03/01/2021;09/01/2021;NORDESTE;PERNAMBUCO;GASOLINA COMUM;4,587
10/01/2021;16/01/2021;NORDESTE;PERNAMBUCO;GASOLINA COMUM;4,633
17/01/2021;23/01/2021;NORDESTE;PERNAMBUCO;GASOLINA COMUM;4,613
24/01/2021;30/01/2021;NORDESTE;PERNAMBUCO;GASOLINA COMUM;4,754
31/01/2021;06/02/2021;NORDESTE;PERNAMBUCO;GASOLINA COMUM;4,922
07/02/2021;13/02/2021;NORDESTE;PERNAMBUCO;GASOLINA COMUM;4,911
14/02/2021;20/02/2021;NORDESTE;PERNAMBUCO;GASOLINA COMUM;4,904
21/02/2021;27/02/2021;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,105
28/02/2021;06/03/2021;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,195
07/03/2021;13/03/2021;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,414
14/03/2021;20/03/2021;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,409
21/03/2021;27/03/2021;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,394
28/03/2021;03/04/2021;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,247
04/04/2021;10/04/2021;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,303
11/04/2021;17/04/2021;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,318
18/04/2021;24/04/2021;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,380
25/04/2021;01/05/2021;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,265
02/05/2021;08/05/2021;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,313
09/05/2021;15/05/2021;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,372
16/05/2021;22/05/2021;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,515
23/05/2021;29/05/2021;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,522
30/05/2021;05/06/2021;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,568
06/06/2021;12/06/2021;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,628
13/06/2021;19/06/2021;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,607
20/06/2021;26/06/2021;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,842
27/06/2021;03/07/2021;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,788
04/07/2021;10/07/2021;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,837
11/07/2021;17/07/2021;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,921
18/07/2021;24/07/2021;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,883
25/07/2021;31/07/2021;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,894
01/08/2021;07/08/2021;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,880
08/08/2021;14/08/2021;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,855
15/08/2021;21/08/2021;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,907
22/08/2021;28/08/2021;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,923
29/08/2021;04/09/2021;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,959
05/09/2021;11/09/2021;NORDESTE;PERNAMBUCO;GASOLINA COMUM;6,018
12/09/2021;18/09/2021;NORDESTE;PERNAMBUCO;GASOLINA COMUM;6,021
19/09/2021;25/09/2021;NORDESTE;PERNAMBUCO;GASOLINA COMUM;6,010
26/09/2021;02/10/2021;NORDESTE;PERNAMBUCO;GASOLINA COMUM;6,005
03/10/2021;09/10/2021;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,996
10/10/2021;16/10/2021;NORDESTE;PERNAMBUCO;GASOLINA COMUM;6,187
17/10/2021;23/10/2021;NORDESTE;PERNAMBUCO;GASOLINA COMUM;6,317
24/10/2021;30/10/2021;NORDESTE;PERNAMBUCO;GASOLINA COMUM;6,570
31/10/2021;06/11/2021;NORDESTE;PERNAMBUCO;GASOLINA COMUM;6,673
07/11/2021;13/11/2021;NORDESTE;PERNAMBUCO;GASOLINA COMUM;6,683
14/11/2021;20/11/2021;NORDESTE;PERNAMBUCO;GASOLINA COMUM;6,666
21/11/2021;27/11/2021;NORDESTE;PERNAMBUCO;GASOLINA COMUM;6,664
28/11/2021;04/12/2021;NORDESTE;PERNAMBUCO;GASOLINA COMUM;6,670
05/12/2021;11/12/2021;NORDESTE;PERNAMBUCO;GASOLINA COMUM;6,653
12/12/2021;18/12/2021;NORDESTE;PERNAMBUCO;GASOLINA COMUM;6,658
19/12/2021;25/12/2021;NORDESTE;PERNAMBUCO;GASOLINA COMUM;6,620
26/12/2021;01/01/2022;NORDESTE;PERNAMBUCO;GASOLINA COMUM;6,594
02/01/2022;08/01/2022;NORDESTE;PERNAMBUCO;GASOLINA COMUM;6,571
09/01/2022;15/01/2022;NORDESTE;PERNAMBUCO;GASOLINA COMUM;6,590
16/01/2022;22/01/2022;NORDESTE;PERNAMBUCO;GASOLINA COMUM;6,566
23/01/2022;29/01/2022;NORDESTE;PERNAMBUCO;GASOLINA COMUM;6,540
30/01/2022;05/02/2022;NORDESTE;PERNAMBUCO;GASOLINA COMUM;6,488
06/02/2022;12/02/2022;NORDESTE;PERNAMBUCO;GASOLINA COMUM;6,509
13/02/2022;19/02/2022;NORDESTE;PERNAMBUCO;GASOLINA COMUM;6,480
20/02/2022;26/02/2022;NORDESTE;PERNAMBUCO;GASOLINA COMUM;6,446
27/02/2022;05/03/2022;NORDESTE;PERNAMBUCO;GASOLINA COMUM;6,389
06/03/2022;12/03/2022;NORDESTE;PERNAMBUCO;GASOLINA COMUM;6,651
13/03/2022;19/03/2022;NORDESTE;PERNAMBUCO;GASOLINA COMUM;7,298
20/03/2022;26/03/2022;NORDESTE;PERNAMBUCO;GASOLINA COMUM;7,252
27/03/2022;02/04/2022;NORDESTE;PERNAMBUCO;GASOLINA COMUM;7,200
03/04/2022;09/04/2022;NORDESTE;PERNAMBUCO;GASOLINA COMUM;7,238
10/04/2022;16/04/2022;NORDESTE;PERNAMBUCO;GASOLINA COMUM;7,248
17/04/2022;23/04/2022;NORDESTE;PERNAMBUCO;GASOLINA COMUM;7,236
24/04/2022;30/04/2022;NORDESTE;PERNAMBUCO;GASOLINA COMUM;7,209
01/05/2022;07/05/2022;NORDESTE;PERNAMBUCO;GASOLINA COMUM;7,175
08/05/2022;14/05/2022;NORDESTE;PERNAMBUCO;GASOLINA COMUM;7,16
15/05/2022;21/05/2022;NORDESTE;PERNAMBUCO;GASOLINA COMUM;7,17
22/05/2022;28/05/2022;NORDESTE;PERNAMBUCO;GASOLINA COMUM;7,15
29/05/2022;04/06/2022;NORDESTE;PERNAMBUCO;GASOLINA COMUM;7,16
05/06/2022;11/06/2022;NORDESTE;PERNAMBUCO;GASOLINA COMUM;7,39
12/06/2022;18/06/2022;NORDESTE;PERNAMBUCO;GASOLINA COMUM;7,45
19/06/2022;25/06/2022;NORDESTE;PERNAMBUCO;GASOLINA COMUM;7,53
26/06/2022;02/07/2022;NORDESTE;PERNAMBUCO;GASOLINA COMUM;7,30
03/07/2022;09/07/2022;NORDESTE;PERNAMBUCO;GASOLINA COMUM;6,88
10/07/2022;16/07/2022;NORDESTE;PERNAMBUCO;GASOLINA COMUM;6,64
17/07/2022;23/07/2022;NORDESTE;PERNAMBUCO;GASOLINA COMUM;6,20
24/07/2022;30/07/2022;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,89
31/07/2022;06/08/2022;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,75
07/08/2022;13/08/2022;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,60
14/08/2022;20/08/2022;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,45
21/08/2022;27/08/2022;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,32
28/08/2022;03/09/2022;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,15
04/09/2022;10/09/2022;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,11
11/09/2022;17/09/2022;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,01
25/09/2022;01/10/2022;NORDESTE;PERNAMBUCO;GASOLINA COMUM;4,72
02/10/2022;08/10/2022;NORDESTE;PERNAMBUCO;GASOLINA COMUM;4,68
09/10/2022;15/10/2022;NORDESTE;PERNAMBUCO;GASOLINA COMUM;4,81
16/10/2022;22/10/2022;NORDESTE;PERNAMBUCO;GASOLINA COMUM;4,90
23/10/2022;29/10/2022;NORDESTE;PERNAMBUCO;GASOLINA COMUM;4,92
30/10/2022;05/11/2022;NORDESTE;PERNAMBUCO;GASOLINA COMUM;4,96
06/11/2022;12/11/2022;NORDESTE;PERNAMBUCO;GASOLINA COMUM;4,95
13/11/2022;19/11/2022;NORDESTE;PERNAMBUCO;GASOLINA COMUM;4,97
20/11/2022;26/11/2022;NORDESTE;PERNAMBUCO;GASOLINA COMUM;4,98
27/11/2022;03/12/2022;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,07
04/12/2022;10/12/2022;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,06
11/12/2022;17/12/2022;NORDESTE;PERNAMBUCO;GASOLINA COMUM;4,99
18/12/2022;24/12/2022;NORDESTE;PERNAMBUCO;GASOLINA COMUM;4,91
25/12/2022;31/12/2022;NORDESTE;PERNAMBUCO;GASOLINA COMUM;4,89
01/01/2023;07/01/2023;NORDESTE;PERNAMBUCO;GASOLINA COMUM;4,99
08/01/2023;14/01/2023;NORDESTE;PERNAMBUCO;GASOLINA COMUM;4,92
15/01/2023;21/01/2023;NORDESTE;PERNAMBUCO;GASOLINA COMUM;4,86
22/01/2023;28/01/2023;NORDESTE;PERNAMBUCO;GASOLINA COMUM;4,77
29/01/2023;04/02/2023;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,08
05/02/2023;11/02/2023;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,04
12/02/2023;18/02/2023;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,02
19/02/2023;25/02/2023;NORDESTE;PERNAMBUCO;GASOLINA COMUM;4,91
26/02/2023;04/03/2023;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,16
05/03/2023;11/03/2023;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,55
12/03/2023;18/03/2023;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,50
19/03/2023;25/03/2023;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,41
26/03/2023;01/04/2023;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,40
02/04/2023;08/04/2023;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,43
09/04/2023;15/04/2023;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,40
16/04/2023;22/04/2023;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,33
23/04/2023;29/04/2023;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,31
30/04/2023;06/05/2023;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,28
07/05/2023;13/05/2023;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,24
14/05/2023;20/05/2023;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,19
21/05/2023;27/05/2023;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,14
28/05/2023;03/06/2023;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,03
04/06/2023;10/06/2023;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,51
11/06/2023;17/06/2023;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,46
18/06/2023;24/06/2023;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,42
25/06/2023;01/07/2023;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,42
02/07/2023;08/07/2023;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,68
09/07/2023;15/07/2023;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,62
16/07/2023;22/07/2023;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,64
23/07/2023;29/07/2023;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,56
30/07/2023;05/08/2023;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,56
06/08/2023;12/08/2023;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,59
13/08/2023;19/08/2023;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,83
20/08/2023;26/08/2023;NORDESTE;PERNAMBUCO;GASOLINA COMUM;6,03
27/08/2023;02/09/2023;NORDESTE;PERNAMBUCO;GASOLINA COMUM;6,01
03/09/2023;09/09/2023;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,97
10/09/2023;16/09/2023;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,95
17/09/2023;23/09/2023;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,89
24/09/2023;30/09/2023;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,82
01/10/2023;07/10/2023;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,78
08/10/2023;14/10/2023;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,76
15/10/2023;21/10/2023;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,69
22/10/2023;28/10/2023;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,65
29/10/2023;04/11/2023;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,57
05/11/2023;11/11/2023;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,53
12/11/2023;18/11/2023;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,50
19/11/2023;25/11/2023;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,45
26/11/2023;02/12/2023;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,41
03/12/2023;09/12/2023;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,37
10/12/2023;16/12/2023;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,33
17/12/2023;23/12/2023;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,29
24/12/2023;30/12/2023;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,26
31/12/2023;06/01/2024;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,33
07/01/2024;13/01/2024;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,58
14/01/2024;20/01/2024;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,53
21/01/2024;27/01/2024;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,48
28/01/2024;03/02/2024;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,44
04/02/2024;10/02/2024;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,65
11/02/2024;17/02/2024;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,70
18/02/2024;24/02/2024;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,70
25/02/2024;02/03/2024;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,67
03/03/2024;09/03/2024;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,66
10/03/2024;16/03/2024;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,68
17/03/2024;23/03/2024;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,89
24/03/2024;30/03/2024;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,88
31/03/2024;06/04/2024;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,87
07/04/2024;13/04/2024;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,88
14/04/2024;20/04/2024;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,89
21/04/2024;27/04/2024;NORDESTE;PERNAMBUCO;GASOLINA COMUM;5,95
